Wikipedia Movie ID	Character name	Main character
31186339	Caesar Flickerman	True
31186339	President Snow	True
20663735	Marancheri Induchoodan	True
20663735	M.K. Menon	True
20663735	Nandagopal Marar	True
595909	Michael Chamberlain	True
5272176	Kate Crawford	True
1952976	Dahlia	True
1952976	Kyle Williams	True
1952976	Mr. Murray	True
1952976	Veeck	True
24225279	Miss Lombardo	True
15401493	Marco	True
18188932	Milan	True
18188932	Goran	True
18188932	Lubos	True
18188932	Eman	True
18188932	Miluska	True
18188932	Frantisek Fikes	True
1335380	Ari Ben Canaan	True
1480747	Sheila Landreaux	True
1480747	Bilal	True
15224586	Gunnery Sergeant Jim Lance	True
15224586	Addie	True
33269085	Sunder Kapoor	True
2254491	Anita Verma	True
2254491	Seeta Devi	True
2254491	Preetam Kumar	True
447194	Semadar	True
447194	Delilah	True
18549958	Mary Groda-Lewis	True
12978934	Beth Cappadora	True
12978934	Kerry Cappadora	True
1925869	Kay Weston	True
5414895	Sun Quan	True
5414895	Zhou Yu	True
5414895	Zhuge Liang	True
17124781	The Bad	True
17124781	The Weird	True
5425205	Anna	True
5425205	Semyon	True
5425205	Helen	True
5425205	Kirill	True
5425205	Nikolai	True
4356664	Prem	True
4356664	Pooja	True
4356664	Shekhar 'Sunny'	True
4356664	Sanjana Saxena	True
4356664	Bobby	True
19174305	Subhan Daar	True
19174305	Zafar	True
33417831	Jerome Ades	True
33417831	Bruce Berger	True
2408359	Frankie  / Potato Bug	True
25755313	Harmon Cobb	True
4466226	Lady Helen Port-Huntley	True
17711304	Joel Carter	True
17711304	Olivia Karloff	True
17711304	Capt. Nicholas 'Nikki' Nieterstein	True
3459677	Veer	True
3459677	Diya	True
3459677	Madhuri Kothari	True
3459677	Rekha Kothari	True
3459677	Dimple Kothari	True
529276	Thea Brody	True
529276	Jake	True
226664	Warren Schmidt	True
226664	Randall Hertzel	True
657446	Fletcher Reede	True
657446	Audrey Reede	True
657446	Samantha Cole	True
657446	Jerry	True
1591973	Miriam Deering	True
7580720	Karthikeyan	True
7580720	Chitra	True
7580720	Srikanth	True
4072739	Katherine Sullivan	True
8034072	Subhavari Sahay	True
8034072	"Vibhavari ""Badki"" S. Sahay"	True
8034072	Vivaan Varma	True
8034072	Rohan Varma	True
4016437	Nathan Landau	True
17060199	Claire Barney	True
17060199	Jay Caswell	True
7481126	P. Sukumaran	True
7481126	Thara Kurup	True
14582951	David Swansey	True
4803289	Gabriel Callaghan	True
1788654	Susan	True
1788654	Duane	True
1788654	Jean Noble	True
1788654	Harlan Sangster	True
21735071	Sarfras	True
24589422	Maria Bosic	True
3662683	President Staton	True
3662683	Martin Tweed	True
3662683	Sally Kendoo	True
3662683	William Williams	True
3662683	Omer	True
3662683	Iqbal Riza	True
3662683	Shazzy Riza	True
11624345	Deepak	True
473286	Jerry Falk	True
473286	Amanda Chase	True
21450904	General George S. Merlin	True
11823946	Viola	True
11823946	Sebastian	True
11823946	Duke Orsino	True
11823946	Countess Olivia	True
11823946	Malvolio	True
11823946	Maria	True
11823946	Feste	True
11823946	Sir Andrew Ague-Cheek	True
11823946	Toby Belch	True
11823946	Antonio	True
6575053	Scarpelli	True
11990695	Grady Barnes	True
1596505	Eloise	True
235406	Shamu	True
235406	Birju	True
235406	Ramu	True
235406	Young Birju	True
142423	Beatrice Russo	True
24268011	Ganga	True
4154028	Jessica Valdemar	True
4154028	Roderick Usher	True
22479768	Kiefer	True
6540216	Socrates Fortlow	True
225473	John Baggs Jr.	True
225473	Lynn Forshay	True
24073089	Jon Aldrich	True
23991052	Nate Burns	True
23991052	Charlene Galligan	True
1813912	Willie Boy	True
1813912	Deputy Sheriff Christopher 'Coop' Cooper	True
19332675	Ben Jago	True
19332675	Dessie Brabant	True
19755481	Susy Hendrix	True
19755481	Roat	True
27368886	Senator Edmonds	True
27368886	Graham	True
27368886	Gloria	True
26499399	Agent Vinod	True
26499399	Iram	True
30866673	David	True
1373219	Maria Rua	True
1373219	Mark Rua	True
1373219	Albert Rua	True
1373219	Carlos	True
2311219	Avner	True
2311219	Robert	True
2311219	Carl	True
2311219	Louis	True
20120996	Singha	True
31083557	Charlie	True
31083557	Shelby	True
31083557	Gerber	True
5733324	Allison Capuletti	True
5733324	Nicky Cerone	True
4995581	Lottie - Mildred's Maid	True
2257358	Philip Pirrip	True
2257358	Estella	True
12113134	Nirmala	True
6593182	Tar Pits Kid	True
6593182	Holly Cantrell	True
6593182	Will Stanton	True
6593182	The Zarn	True
3257958	Bud Newman	True
3257958	Sylvia Newman	True
3257958	Father Time	True
3257958	Sandman	True
3257958	Jack Frost	True
4716139	Kannamma	True
3389457	James McGregor	True
518117	Emperor Akbar	True
518117	Maharani Jodha Bai	True
518117	Prince Saleem	True
518117	Anarkali	True
6270685	Carol	True
6270685	Rolfe	True
6369452	Dan De Mora	True
5283066	Susan Gatley	True
14570672	Angus Barrie	True
14570672	Harry	True
14570672	Cassius	True
20887118	William Adama	True
3723154	Sheriff Clayton	True
10016740	Roopa Singh	True
10016740	Kishan Pyare	True
10016740	Champakali	True
1307956	Maria	True
1307956	King Charles II	True
1307956	Betterton	True
6009073	Roberta Blumstein	True
1871096	Mick O'Brien	True
1871096	Paco Moreno	True
797330	Bob McKenzie	True
3098782	Natalie	True
7171361	Joseph 'Jacknife' Megessey	True
21716330	Viswanathan	True
21716330	K C Francis	True
6838347	Jerry Logan	True
203413	Miss Ungermeyer	True
203413	Paolo Valisari	True
5981203	Nana	True
5981203	Daisy	True
5981203	Ethan	True
8204853	Charlie	True
8204853	Penelope Wood	True
8204853	Mrs. Smalls	True
204774	Juxian	True
8423977	Shivani S. Shashtri	True
8423977	Arjun Fernandes	True
8423977	Julie Fernandes	True
8423977	Carlos	True
26283768	Monk	True
5719024	Taw Jackson	True
5719024	Lomax	True
25480074	Ruth Fine	True
8764467	Steve Tobias	True
8764467	Judy Tobias	True
8764467	Melissa Peyser	True
8764467	Jerry Peyser	True
305909	Derek Zoolander	True
305909	Luke Zoolander	True
305909	Hansel	True
305909	Larry Zoolander	True
305909	Maury Ballstein	True
305909	J.P. Prewitt	True
305909	Katinka Ingabogovinanana	True
305909	Scrappy Zoolander	True
1324717	Rishabh	True
